post_id,comment_id,comment_index,corrected_topics,classification_status,review,inital_topic_by_LLM
1jhmnwb,mk0eiub,8,Check Organizational Compliance;Use Local LLM,,,Check Organizational Compliance;Use Local LLM
1ordvv6,nnpezr3,2,Secure IDE Configuration,,,
1i772ne,m8m0fc3,0,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1m7iwra,n4uca80,1,Consult Vendors,,,Consult Vendors
1m7iwra,n4rwaua,0,Consult Vendors;Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1m92q5a,n54kbkk,2,Consult Vendors,,,Consult Vendors
1m92q5a,n54otnf,6,Consult Vendors,,,
1m92q5a,n54k40q,8,Consult Vendors,,,Consult Vendors
1m92q5a,n54p1j9,7,Use Version Control,,,Use Version Control
1mafiah,n5grbjr,1,Consult Vendors,,,Consult Vendors
1mafiah,n5h8ljf,2,Consult Vendors,,,
1mafiah,n5hepfn,4,Consult Vendors,,,Consult Vendors
1mafiah,n5h8coi,6,Consult Vendors,,,Consult Vendors
1d8rp80,l78pn9e,3,Manual Code Verification,,,Manual Code Verification
1d8rp80,l7a1k9q,4,Sandboxing,,,
1nip3sb,nekecba,0,Consult Vendors,,,
1njbnyp,nep1m9w,1,Secure IDE Configuration,,,Secure IDE Configuration
1ncthne,ndbp6vz,0,Consult Vendors,,,
1nkry7q,nf06os1,2,Manual Code Verification,,,Manual Code Verification
188gyu7,kccyvwy,2,Consult Vendors,,,Consult Vendors
188gyu7,kbl9ntc,9,Check Organizational Compliance;Use Local LLM,,,Consult Vendors;Use Local LLM
188gyu7,kbsj7mp,12,Memory/Context Isolation,,,Secure IDE Configuration
188gyu7,kbmfocl,14,Use Local LLM,,,Use Local LLM
188gyu7,kbm6f72,13,Check Organizational Compliance,,,Check Organizational Compliance
188gyu7,kbncb0o,19,Check Organizational Compliance;Use Local LLM,,,Use Local LLM
1elp05x,lgtasjq,0,Sensitive File Protection,,,Sensitive File Protection
1elp05x,lgw2l76,4,Sensitive File Protection;Use Version Control,,,
1elp05x,lgtmou5,5,Sensitive File Protection,,,Sensitive File Protection
1elp05x,lgtehyx,10,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1elp05x,lgxerjg,14,Sensitive File Protection,,,Sensitive File Protection
1elp05x,lgy78yu,16,Sensitive File Protection,,,Sensitive File Protection
1elp05x,lhaehgh,18,Sandboxing,,,Sandboxing
1ggbeza,lup1xf6,2,Memory/Context Isolation,,,Memory/Context Isolation
1ggbeza,luq6xe2,3,Sensitive File Protection,,,Sensitive File Protection
1ggbeza,luw9hfw,7,Sensitive File Protection,,,Sensitive File Protection
1iome0w,mcknvus,5,Manual Code Verification;Refer to Documentation,,,Refer to Documentation;Tool/Extension Monitoring
1iome0w,mcmzown,17,Use Local LLM,,,Use Local LLM
1iome0w,mcp3hh1,46,Refer to Documentation,,,Refer to Documentation
1iome0w,mdqbkl5,49,Check Organizational Compliance,,,
1iome0w,ms65un9,52,Refer to Documentation,,,Refer to Documentation
1iome0w,nd8qaob,55,Secure IDE Configuration,,,Secure IDE Configuration
1iv18yj,me4fcxv,3,Use Local LLM,,,
1iv18yj,me20r4l,4,Use Local LLM,,,Use Local LLM
1iv18yj,me279ce,5,Use Local LLM,,,Secure IDE Configuration;Use Local LLM
1of4ojm,nl6zekt,0,Refer to Documentation,,,Refer to Documentation
1of4ojm,nl7nymj,8,Sandboxing,,,Sandboxing
1of4ojm,nlcpz30,22,Sandboxing,,,Sandboxing
1of4ojm,nl6t0go,32,Secure IDE Configuration,,,
1of4ojm,nl6xuzf,40,Sandboxing,,,Sandboxing;Secure IDE Configuration
1of4ojm,nl7s3ml,37,Sandboxing,,,Sandboxing
1of4ojm,nl6zd83,44,Sandboxing,,,
1of4ojm,nl8afui,46,Sandboxing,,,Sandboxing;Secure IDE Configuration
1of4ojm,nlosilj,57,Sandboxing,,,Sandboxing
1of4ojm,nlpm1sp,58,Sandboxing,,,Sandboxing;Secure IDE Configuration
1of4ojm,nl6gald,61,Use Version Control,,,Tool/Extension Monitoring;Use Version Control
1of4ojm,nl6pxd6,65,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1of4ojm,nl7yll5,67,Sandboxing,,,Sandboxing
1of4ojm,nl6sdw4,66,Sandboxing,,,Sandboxing
1o4t91i,nj5x194,4,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1o4t91i,nj4olr2,7,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1o4t91i,nj4xcz1,8,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1o4t91i,nj5ztfm,10,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1o4t91i,nj6253d,11,Manual Code Verification;Use Version Control,,,
1o4t91i,nj8bqfs,12,Use Version Control,,,Use Version Control
1o4t91i,njsao1y,13,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1o4t91i,nj97w72,14,Use Version Control,,,Use Version Control
1o4t91i,nj4kvhk,15,Manual Code Verification,,,Manual Code Verification
1o4t91i,nja683t,18,Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1o4t91i,nj55p7x,19,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification;Use Version Control
1o4t91i,nj52ygi,21,Manual Code Verification,,,Manual Code Verification
1o4t91i,nj93sz5,23,Use Version Control,,,Use Version Control
1o4t91i,nj5t0sl,31,Manual Code Verification,,,Manual Code Verification
1o4t91i,nj66r2z,33,Manual Code Verification,,,Manual Code Verification
1o4t91i,nj88y2b,39,Use Version Control,,,Use Version Control
1o4t91i,nj4n34p,43,Manual Code Verification,,,Manual Code Verification
1olmaj3,nmityer,0,Use Version Control,,,Use Version Control
1olmaj3,nmiviaa,1,Use Version Control,,,Use Version Control
1olmaj3,nmiw4jt,6,Sandboxing;Use Version Control,,,Use Version Control
1olmaj3,nmixdio,10,Use Version Control,,,Manual Code Verification
1olmaj3,nmiy016,13,Use Version Control,,,Use Version Control
1olmaj3,nmiy0pq,15,Use Version Control,,,Use Version Control
1olmaj3,nmj1lvq,17,Use Version Control,,,Use Version Control
1oceaqz,nkod8kd,6,Secure IDE Configuration,,,Secure IDE Configuration
1oceaqz,nklz7zx,9,Secure IDE Configuration,,,Secure IDE Configuration
1oceaqz,nkm4bv3,15,Sandboxing,,,Sandboxing
1oceaqz,nkm8kqu,17,Use Version Control,,,
1oceaqz,nkmxcov,19,Manual Code Verification,,,Manual Code Verification
1oceaqz,nkn1ikq,21,Secure IDE Configuration,,,Secure IDE Configuration
1oceaqz,nkmlin7,25,Sandboxing,,,Sandboxing
1oceaqz,nkmxjf2,26,Manual Code Verification,,,Manual Code Verification
1oceaqz,nkmycxn,27,Secure IDE Configuration,,,Secure IDE Configuration
1oceaqz,nknr0qr,30,Sandboxing,,,Sandboxing
1oceaqz,nknxlgx,31,Manual Code Verification,,,Use Version Control
1jfidvb,mirb86s,1,Use Version Control,,,Use Version Control
1jfidvb,mir71jd,4,Secure IDE Configuration,,,Secure IDE Configuration
1jfidvb,mjk9gyi,6,Secure IDE Configuration,,,Secure IDE Configuration
1jfidvb,mir7odx,11,Secure IDE Configuration,,,Secure IDE Configuration
1jfidvb,mitb6b9,25,Use Version Control,,,Use Version Control
1jfidvb,mitdtqt,26,Sandboxing,,,Sandboxing;Secure IDE Configuration
1kg24hz,mqv8p47,0,Sensitive File Protection,,,
1kg24hz,mret0qj,4,Secure IDE Configuration,,,Secure IDE Configuration
1kg24hz,mqw2lwl,3,Secure IDE Configuration,,,Secure IDE Configuration
1kg24hz,mqvt1s6,6,Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1kg24hz,mqvj41z,5,Secure IDE Configuration,,,Secure IDE Configuration
1kg24hz,mqxem94,8,Secure IDE Configuration,,,Secure IDE Configuration
1kg24hz,mqvyhj6,7,Secure IDE Configuration,,,Secure IDE Configuration
1kg24hz,mqv8y7l,9,Secure IDE Configuration;Sensitive File Protection,,,Refer to Documentation;Secure IDE Configuration;Sensitive File Protection
1kjui5h,mrptznv,2,Use Version Control,,,Use Version Control
1kjui5h,mrpximd,4,Use Version Control,,,Use Version Control
1kjui5h,mrq4m8c,15,Manual Code Verification,,,Manual Code Verification
1kjui5h,mrq20sd,14,Manual Code Verification,,,Manual Code Verification
1kjui5h,mrtacx9,16,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1kjui5h,nipbsq3,18,Use Version Control,,,Use Version Control
1kjui5h,mrpt1tt,19,Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration;Sensitive File Protection;Use Version Control
1kjui5h,mrpuokx,20,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1koqu7p,msspf7i,0,Tool/Extension Monitoring,,,Tool/Extension Monitoring
1koqu7p,mss1zdt,8,Manual Code Verification,,,Manual Code Verification
1koqu7p,msuxmz2,9,Manual Code Verification,,,Manual Code Verification
1koqu7p,mss29w2,15,Manual Code Verification,,,Manual Code Verification
1koqu7p,msuup71,14,Secure IDE Configuration,,,Manual Code Verification
1koqu7p,mst3j9i,17,Secure IDE Configuration,,,Secure IDE Configuration
1koqu7p,mt283df,16,Manual Code Verification,,,Manual Code Verification
1l0033b,mvd7x6j,7,Manual Code Verification,,,Manual Code Verification
1l0033b,nswm5fr,9,Use Version Control,,,Manual Code Verification;Use Version Control
1ld71va,my609jc,0,Manual Code Verification;Use Version Control,,,Manual Code Verification;Use Version Control
1ld71va,my626bc,2,Sandboxing;Secure IDE Configuration,,,Refer to Documentation;Sandboxing
1ld71va,my62vzn,3,Sandboxing,,,Sandboxing
1ld71va,my71wfp,6,Sandboxing,,,Sandboxing
1ldi19c,my8l35n,0,Secure IDE Configuration,,,Secure IDE Configuration
1ldi19c,my9s4kz,5,Refer to Documentation;Secure IDE Configuration,,,Logging and Monitoring;Secure IDE Configuration;Tool/Extension Monitoring
1ldi19c,myaszu9,6,Secure IDE Configuration;Use Version Control,,,Secure IDE Configuration;Use Version Control
1ldi19c,myb2acr,9,Logging and Monitoring;Secure IDE Configuration,,,Logging and Monitoring;Tool/Extension Monitoring
1ldi19c,n9okn9f,11,Manual Code Verification;Use Version Control,,,Manual Code Verification;Sensitive File Protection;Use Version Control
1ldi19c,my8hqhi,12,Memory/Context Isolation;Secure IDE Configuration,,,Secure IDE Configuration
1ldi19c,n13ken8,13,Secure IDE Configuration,,,Secure IDE Configuration
1lgudw2,mz5nocv,4,Sensitive File Protection,,,
1lgudw2,mzhhvyq,12,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection;Use Version Control
1lgudw2,mz09pq8,20,Sensitive File Protection,,,Sensitive File Protection
1lgudw2,myzvcfc,35,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,myzz6g1,36,Secure IDE Configuration,,,
1lgudw2,mz0bp7c,37,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,myzxr60,44,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,myzxb8u,47,Secure IDE Configuration;Sensitive File Protection,,,Consult Vendors;Secure IDE Configuration
1lgudw2,mz07kcz,53,Sensitive File Protection,,,Sensitive File Protection
1lgudw2,myz68m4,52,Sensitive File Protection,,,
1lgudw2,mz3iutn,58,Manual Code Verification,,,Manual Code Verification
1lgudw2,myz7poy,75,Sensitive File Protection,,,
1lgudw2,mz08si0,82,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz060sj,86,Secure IDE Configuration;Sensitive File Protection,,,Sensitive File Protection
1lgudw2,mz0mm45,91,Sensitive File Protection,,,Sensitive File Protection;Use Version Control
1lgudw2,mz1m6ab,99,Sensitive File Protection,,,Sensitive File Protection
1lgudw2,mz1kbk1,98,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz3lhr6,109,Sandboxing,,,Sensitive File Protection
1lgudw2,myzw5so,125,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz0bmin,127,Sensitive File Protection,,,Sensitive File Protection
1lgudw2,mz0lh5w,129,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,myzrgik,137,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz0j7e0,149,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz10oud,151,Sensitive File Protection,,,
1lgudw2,mz1qjyn,159,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,mz219xd,166,Sensitive File Protection,,,Sensitive File Protection
1lgudw2,mz49imx,172,Sandboxing;Secure IDE Configuration;Sensitive File Protection,,,Sandboxing;Secure IDE Configuration;Sensitive File Protection
1lgudw2,mzcduo2,173,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection;Tool/Extension Monitoring
1lgudw2,n5u7ti5,176,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,n4vrtph,175,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lgudw2,njht0n5,177,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1lrbk8c,n19q3or,0,Sandboxing,,,Sandboxing;Secure IDE Configuration
1lrbk8c,n19zs69,3,Secure IDE Configuration;Sensitive File Protection,,,
1lrbk8c,n1apwp9,4,Sandboxing,,,Sandboxing
1lvnk6c,n27l74a,0,Secure IDE Configuration,,,Secure IDE Configuration
1lxh4jr,n2m4k5j,0,Memory/Context Isolation,,,Memory/Context Isolation
1lvnk6c,n2a9u0r,2,Secure IDE Configuration,,,Secure IDE Configuration;Tool/Extension Monitoring
1m21go1,n3lgl4s,9,Sandboxing,,,Sandboxing
1m21go1,n3lvzr4,11,Secure IDE Configuration,,,
1m21go1,n3lfsvh,16,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1m21go1,n3lklz3,18,Sandboxing,,,Sandboxing
1m21go1,n3lqtyc,20,Secure IDE Configuration,,,Secure IDE Configuration
1m21go1,n4dn4ly,27,Secure IDE Configuration,,,
1m21go1,n3lg833,33,Secure IDE Configuration;Use Version Control,,,Secure IDE Configuration;Use Version Control
1m21go1,n3m3a3v,40,Secure IDE Configuration,,,
1m21go1,n3mu5zf,45,Secure IDE Configuration,,,Secure IDE Configuration
1m21go1,n3lecov,48,Sandboxing;Use Version Control,,,Sandboxing;Secure IDE Configuration;Sensitive File Protection;Use Version Control
1m21go1,n3s3dl8,53,Secure IDE Configuration,,,
1m21go1,n447wzw,58,Use Version Control,,,Use Version Control
1m21go1,nvzvoja,61,Use Version Control,,,
1m235jv,n3mq8l5,0,Manual Code Verification,,,Manual Code Verification
1m235jv,n3nn073,3,Sandboxing,,,Sandboxing
1m235jv,n3uwmrh,7,Secure IDE Configuration,,,Secure IDE Configuration
1m235jv,n3n90yg,4,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1m235jv,n3o4xaa,11,Sandboxing;Secure IDE Configuration,,,Sandboxing
1m235jv,n3mis0n,15,Sandboxing;Secure IDE Configuration,,,
1m235jv,n3qswje,17,Consult Vendors,,,
1m235jv,n3v5s7b,18,Sandboxing,,,
1m235jv,n3o0zo3,21,Tool/Extension Monitoring,,,
1m235jv,n3r7jvo,31,Sandboxing,,,Manual Code Verification;Sandboxing;Secure IDE Configuration
1m4jldf,n47f1l3,1,Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration;Tool/Extension Monitoring
1m4jldf,n4a94us,5,Refer to Documentation,,,
1m77t4d,n4pbzv1,2,Secure IDE Configuration,,,Secure IDE Configuration
1m77t4d,n4padh5,1,Manual Code Verification,,,Manual Code Verification
1m77t4d,n4py4c7,3,Sandboxing;Secure IDE Configuration,,,Sandboxing;Secure IDE Configuration
1m861tg,n4wpooh,0,Tool/Extension Monitoring,,,Secure IDE Configuration;Tool/Extension Monitoring
1ma5net,n5cizf1,4,Secure IDE Configuration,,,Secure IDE Configuration
1ma5net,n5d8n7f,11,Secure IDE Configuration,,,Check Organizational Compliance;Secure IDE Configuration
1ma5net,n5de8zh,8,Secure IDE Configuration,,,Logging and Monitoring;Secure IDE Configuration
1ma5net,n5debb1,12,Logging and Monitoring;Refer to Documentation;Secure IDE Configuration,,,Check Organizational Compliance;Logging and Monitoring;Refer to Documentation;Secure IDE Configuration
1ma5net,n5dptc1,17,Secure IDE Configuration,,,Secure IDE Configuration
1ma5net,n5doy8v,22,Sandboxing,,,Manual Code Verification;Sandboxing;Sensitive File Protection;Use Version Control
1ma5net,n5exgld,24,Use Local LLM,,,Check Organizational Compliance;Use Local LLM
1ma5net,n5cbz2f,29,Sensitive File Protection ,not_a_suggestion,Sensitive File Protection ,Sensitive File Protection
1ma5net,n5d4s9p,32,Use Local LLM,,,Use Local LLM
1meal4a,n6ahyx4,0,Sandboxing,,,Sandboxing
1meal4a,n68tdjx,3,Secure IDE Configuration,,,Consult Vendors
1meal4a,n6idchj,4,Secure IDE Configuration,,,Secure IDE Configuration
1meal4a,n6joneb,6,Consult Vendors,,,Refer to Documentation
1meal4a,nxzxrf5,7,Sandboxing,,,Sandboxing
1mor69e,n8evy53,2,Secure IDE Configuration;Sensitive File Protection,,,Refer to Documentation;Secure IDE Configuration
1mor69e,n8eo7lf,5,Manual Code Verification;Secure IDE Configuration,,,Secure IDE Configuration
1mpf1b3,n8j8zmt,0,Sandboxing,,,Sandboxing
1mpf1b3,n8jhbzv,2,Sandboxing,,,Sandboxing
1mpf1b3,n8soick,3,Sandboxing,,,Sandboxing
1mx3oaf,na36ffs,0,Secure IDE Configuration,,,Secure IDE Configuration
1mx3oaf,nafopjs,4,Sandboxing,,,Sandboxing;Secure IDE Configuration
1n5arla,nbs3pup,11,Sandboxing;Secure IDE Configuration;Sensitive File Protection,,,
1n5arla,nbs9ytj,12,Memory/Context Isolation,,,Memory/Context Isolation
1n5arla,nbsgys3,13,Memory/Context Isolation,,,Memory/Context Isolation
1n5arla,nbrdl8r,17,Use Version Control,,,
1n5arla,nbr9xue,20,Manual Code Verification,,,Manual Code Verification
1n5arla,nbrnmz4,21,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc61kuc,2,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc6ojs3,3,Manual Code Verification,,,
1n7a81n,nc5yu6n,9,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc64gcm,11,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc7wor6,19,Secure IDE Configuration,,,Secure IDE Configuration
1n7a81n,nc8zmng,21,Secure IDE Configuration,,,Manual Code Verification;Tool/Extension Monitoring
1n7a81n,ncdakpb,22,Secure IDE Configuration,,,Manual Code Verification
1n7a81n,nc6ause,23,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc792tq,25,Manual Code Verification,,,Manual Code Verification
1n7a81n,nc9p0b5,30,Refer to Documentation,,,
1n7a81n,ncd566w,32,Refer to Documentation,,,Refer to Documentation
1n7a81n,nccwlvv,34,Secure IDE Configuration,,,Secure IDE Configuration
1n7a81n,nd0hrpr,35,Manual Code Verification,,,
1nbgrv0,nd21fgt,13,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1nbgrv0,nd1o8fz,40,Manual Code Verification;Secure IDE Configuration,,,Manual Code Verification;Secure IDE Configuration
1nbgrv0,nd1qfpv,51,Secure IDE Configuration;Sensitive File Protection,,,Manual Code Verification
1nbgrv0,nd25as7,54,Consult Vendors,,,Consult Vendors
1nbgrv0,nd2w49b,71,Refer to Documentation,,,
1nbgrv0,nd38t6f,74,Memory/Context Isolation,,,Memory/Context Isolation
1nbgrv0,nd1rakl,83,Manual Code Verification;Secure IDE Configuration,,,
1nbgrv0,nd1ooyd,87,Manual Code Verification,,,Manual Code Verification
1nbgrv0,nd2vvlr,92,Manual Code Verification;Sandboxing,,,Sandboxing
1nbgrv0,nd3n6r0,97,Secure IDE Configuration,,,Secure IDE Configuration;Use Version Control
1nbgrv0,nd4wef0,101,Consult Vendors,,,Tool/Extension Monitoring
1nbgrv0,nd7cdgb,103,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1nbgrv0,nd5uisu,102,Use Version Control,,,Check Organizational Compliance;Logging and Monitoring;Tool/Extension Monitoring
1nbgrv0,nd1xn61,104,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1nbgrv0,nd21hqn,106,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection;Tool/Extension Monitoring
1nbgrv0,nd1r9ri,109,Secure IDE Configuration,,,Manual Code Verification;Use Version Control
1nbgrv0,nd23bzn,113,Consult Vendors,,,Consult Vendors
1nbgrv0,nd20cc9,133,Secure IDE Configuration,,,Secure IDE Configuration
1nbgrv0,nde1ci1,140,Use Version Control,,,
1nfvh46,ndzbkbo,1,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1nfvh46,ndz9xlo,4,Sensitive File Protection,,,Sensitive File Protection
1nfvh46,ne9z80l,6,Sensitive File Protection,,,Memory/Context Isolation;Sensitive File Protection
1nfvh46,neb37ez,7,Sensitive File Protection,,,Sensitive File Protection
1nfvh46,ne0ork5,10,Secure IDE Configuration;Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1nfvh46,ne3sq5i,12,Secure IDE Configuration,,,
1nfvh46,ne0zm5o,16,Sensitive File Protection,,,Manual Code Verification;Sensitive File Protection
1nfvh46,ne3fcc6,17,Secure IDE Configuration;Sensitive File Protection,,,
1nfvh46,ne49ejf,19,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection
1nfvh46,ne3qypc,18,Secure IDE Configuration;Sensitive File Protection,,,Memory/Context Isolation;Secure IDE Configuration;Sensitive File Protection
1nfvh46,ne067r0,20,Sensitive File Protection,,,Sensitive File Protection
1nfvh46,ndzf4mr,21,Sensitive File Protection,,,Sensitive File Protection
1nfvh46,njgrked,29,Sensitive File Protection,,,Secure IDE Configuration;Sensitive File Protection;Tool/Extension Monitoring
1nfvh46,ne2ao5m,37,Sensitive File Protection,,,Sensitive File Protection
1nidnt0,nei22hi,0,Use Version Control,,,Use Version Control
1nidnt0,neialqw,2,Use Version Control,,,Use Version Control
1nidnt0,nek2d12,1,Use Version Control,,,
1nidnt0,nei3ezb,4,Secure IDE Configuration;Use Version Control,,,Secure IDE Configuration;Use Version Control
1nidnt0,nei83o3,5,Use Version Control,,,Use Version Control
1nidnt0,nelokw6,7,Use Version Control,,,
1nidnt0,nem0vo3,11,Use Version Control,,,Use Version Control
1nidnt0,nelwf1i,16,Use Version Control,,,Use Version Control
1nidnt0,nemkwwd,15,Secure IDE Configuration;Use Version Control,,,Secure IDE Configuration;Use Version Control
1nidnt0,nem39bb,18,Use Version Control,,,Use Version Control
1nidnt0,nelx8kq,17,Use Version Control,,,
1nidnt0,neieasm,21,Use Version Control,,,
1nidnt0,neloels,24,Use Version Control,,,Use Version Control
1nidnt0,nei5lmx,25,Secure IDE Configuration,,,Secure IDE Configuration;Sensitive File Protection
1nidnt0,nem2oo6,28,Secure IDE Configuration,,,Secure IDE Configuration
1nidnt0,nei67bw,32,Refer to Documentation;Secure IDE Configuration,,,Refer to Documentation;Secure IDE Configuration
1nidnt0,nen1iq3,33,Secure IDE Configuration,,,Secure IDE Configuration
1nidnt0,nei6x4l,34,Use Version Control,,,Use Version Control
1nidnt0,neiawmn,35,Use Version Control,,,Use Version Control
1nidnt0,nem09kb,36,Use Version Control,,,
1nidnt0,nei8fee,41,Use Version Control,,,Use Version Control
1nidnt0,nei6eca,46,Secure IDE Configuration;Use Version Control,,,Secure IDE Configuration;Use Version Control
1nidnt0,nei9ng8,52,Consult Vendors,,,Use Version Control
1nidnt0,neiaybv,54,Use Version Control,,,Use Version Control
1nidnt0,nep6wbl,56,Use Version Control,,,Use Version Control
1nidnt0,neidqn1,57,Secure IDE Configuration,,,Use Version Control
1nidnt0,neicmrn,64,Refer to Documentation,,,
1nidnt0,neicxcf,65,Use Version Control,,,Use Version Control
1nidnt0,nein56g,69,Use Version Control,,,Use Version Control
1nidnt0,neiumha,70,Use Version Control,,,Use Version Control
1nidnt0,neiye1r,71,Secure IDE Configuration,,,Secure IDE Configuration
1nidnt0,nen1pfz,78,Use Version Control,,,Use Version Control
1o874ag,nju1x4u,0,Secure IDE Configuration,,,Secure IDE Configuration
1o874ag,njtxf17,1,Secure IDE Configuration,,,Secure IDE Configuration
1o874ag,njtbc4q,3,Secure IDE Configuration,,,Secure IDE Configuration
1o874ag,njz075f,4,Secure IDE Configuration,,,Secure IDE Configuration
1omswsw,nn1sosn,7,Manual Code Verification,,,
1omswsw,nn01zrg,12,Refer to Documentation,,,
1omswsw,nmsvk4p,13,Manual Code Verification;Refer to Documentation,,,Manual Code Verification;Refer to Documentation
1omswsw,nmsy7qh,14,Manual Code Verification,,,Manual Code Verification
1omswsw,nms1vpm,23,Manual Code Verification,,,
1omswsw,nmwe7q6,24,Manual Code Verification,,,
1omswsw,nn36n7q,27,Refer to Documentation,,,Refer to Documentation
1omswsw,nms8b45,45,Manual Code Verification,,,Manual Code Verification
1omswsw,nnqtk5g,42,Refer to Documentation,,,
1omswsw,nnzk4of,44,Manual Code Verification,,,Use Version Control
1omswsw,nn26r9v,46,Manual Code Verification,,,Logging and Monitoring;Manual Code Verification;Use Version Control
1omswsw,nmsmlto,48,Manual Code Verification,,,
1omswsw,nmsm03p,63,Manual Code Verification,,,Manual Code Verification
1omswsw,nmu2j1v,62,Manual Code Verification,,,
1omswsw,nmsip93,64,Manual Code Verification,,,Manual Code Verification
1omswsw,nms5kvv,69,Manual Code Verification,,,Manual Code Verification
1omswsw,nmt0jjn,72,Manual Code Verification,,,Manual Code Verification
1omswsw,nmvm31w,77,Manual Code Verification,,,Manual Code Verification
1omswsw,nmtbw52,76,Manual Code Verification,,,
1omswsw,nn2rhwz,80,Manual Code Verification,,,
1omswsw,nmtrdkn,87,Manual Code Verification,,,Manual Code Verification
1omswsw,nmuexvd,89,Secure IDE Configuration,,,Manual Code Verification
1omswsw,nmugzo9,90,Manual Code Verification,,,Manual Code Verification
1omswsw,nmup9ol,92,Manual Code Verification,,,
1omswsw,nmwgsjo,95,Manual Code Verification,,,Manual Code Verification;Use Version Control
1omswsw,nmsgatj,97,Manual Code Verification,,,Manual Code Verification
1omswsw,nmua67e,104,Manual Code Verification,,,
1omswsw,nmuatzf,105,Manual Code Verification,,,
1omswsw,nmvgywg,113,Manual Code Verification,,,
1omswsw,nmvnj62,114,Secure IDE Configuration,,,Manual Code Verification
1omswsw,nmw5989,115,Manual Code Verification,,,Manual Code Verification
1omswsw,nmwrncr,119,Manual Code Verification,,,Manual Code Verification
1omswsw,nmwtt4y,121,Manual Code Verification,,,Manual Code Verification
1omswsw,nmzpth3,127,Manual Code Verification,,,
1omswsw,nmzhxb5,126,Manual Code Verification,,,
1omswsw,nn06bie,128,Memory/Context Isolation,,,Logging and Monitoring
1omswsw,nn4q4ex,135,Manual Code Verification,,,Manual Code Verification;Memory/Context Isolation;Use Version Control
1omswsw,nn5eq45,136,Manual Code Verification,,,Manual Code Verification
1omswsw,nn631ph,137,Manual Code Verification,,,
1omswsw,nn9mcph,139,Manual Code Verification,,,Logging and Monitoring;Manual Code Verification
1omswsw,nnkvh7a,142,Manual Code Verification,,,
1omswsw,nnt4pm4,145,Manual Code Verification,,,Manual Code Verification;Use Version Control
1omswsw,nnuw2r2,146,Manual Code Verification,,,
1omswsw,nmuxqaw,151,Manual Code Verification,,,Manual Code Verification
